800	
0.3	0.4	0.3	0.3	0.4	0.3	1	0.997162800503	0.997212984487	-nan
1	0	1.1	0	1	0.1	1	-nan	-nan	-nan
0.2	0.4	0.3	0.3	0.3	0.4	1	0.985240135691	0.997212984487	0.997162800503
0.9	0.7	0.9	0.6	1	0.6	1	-nan	-nan	-nan
1.3	0.5	1.2	0.5	1.3	0.4	1	-nan	-nan	-nan
0.9	0.5	0.8	0.5	0.9	0.4	1	-nan	-nan	-nan
0.4	0.5	0.3	0.5	0.4	0.4	1	-nan	0.997122043588	-nan
0.2	0.7	0.1	0.7	0.2	0.6	1	0.985063373528	-nan	0.984627724091
1.3	1.1	1.4	1	1.4	1.1	1	0.129081030427	0.125459221555	0.125507286737
1.8	1.1	1.8	1.2	1.7	1.2	1	0.169691008672	-nan	0.143013109534
0.9	0.8	0.8	0.8	0.9	0.7	1	-nan	-nan	-nan
1.5	0.8	1.5	0.9	1.4	0.9	1	0.125109949319	0.125287166282	0.125435120135
0.9	1.3	0.9	1.4	0.8	1.4	1	0.837224994054	0.796342711326	0.942344701725
1.1	1.6	1	1.6	1.1	1.5	1	-nan	-nan	-nan
1.5	1.3	1.4	1.3	1.5	1.2	1	0.125399403811	0.125569691797	0.125392145095
0.2	1.7	0.2	1.6	0.3	1.6	1	-nan	-nan	-nan
1.4	1.7	1.4	1.6	1.5	1.6	1	-nan	-nan	-nan
1.7	1.5	1.7	1.4	1.8	1.4	1	-nan	-nan	-nan
1	1.7	0.9	1.8	0.9	1.7	1	-nan	-nan	-nan
1.2	1.9	1.2	1.8	1.3	1.8	1	-nan	-nan	-nan
1.9	1.8	1.9	1.9	1.8	1.9	1	-nan	-nan	-nan
0.6	0.2	0.7	0.2	0.6	0.3	1	-nan	-nan	-nan
1.3	1	1.2	1	1.3	0.9	1	0.129255882111	0.140696411351	0.129280480388
1.5	0.7	1.5	0.6	1.6	0.6	1	-nan	-nan	-nan
1.5	1.1	1.5	1.2	1.4	1.2	1	0.125402519914	0.125392145095	0.125553795489
1.4	1	1.3	1	1.4	0.9	1	0.125459221555	0.129255882111	0.125435120135
0.1	1.2	0.1	1.1	0.2	1.1	1	-nan	-nan	-nan
1.6	1.6	1.5	1.6	1.6	1.5	1	-nan	-nan	-nan
